Feature,Importance
ForceSymmetry,0.30084929608172606
ImpulseSymmetry,0.16968657317072608
rightAvgForce,0.09615795096773085
rightMaxForce,0.07975287783479945
rightImpulse,0.07775879729762901
rightTorque,0.06794919876505619
leftImpulse,0.06407092298864182
leftMaxForce,0.05119942680253157
leftAvgForce,0.04691430827840652
leftTorque,0.0456606478127525
