Accuracy,Precision,Recall,F1,ROC AUC,CV Mean ROC AUC,CV Std ROC AUC,Sample Size,Asymmetry Rate,Model
1.0,1.0,1.0,1.0,1.0,1.0,0.0,6372,41.80790960451977,RF_No_Balancing
1.0,1.0,1.0,1.0,1.0,1.0,0.0,6372,41.80790960451977,RF_with_SMOTE
0.9984313725490196,1.0,0.9962476547842402,0.9981203007518797,0.9999683933186004,1.0,0.0,6372,41.80790960451977,RF_with_SMOTEENN
1.0,1.0,1.0,1.0,1.0,1.0,9.930136612989092e-17,6372,41.80790960451977,RF_with_Class_Weights
