Feature,Importance
ForceSymmetry,0.5461392355015585
ImpulseSymmetry,0.13462697466778245
rightMaxForce,0.049669048260727384
leftMaxForce,0.04785192408993045
rightTorque,0.04244794803490309
leftAvgForce,0.04215509866704501
leftTorque,0.04175382162170247
rightAvgForce,0.03828398111527592
rightImpulse,0.029840557075032116
leftImpulse,0.02723141096604257
