Feature,Importance
ForceSymmetry,0.49207140155833096
ImpulseSymmetry,0.1491578367087093
leftMaxForce,0.05549893165202379
leftTorque,0.05081878355211136
leftAvgForce,0.050637896714151046
rightMaxForce,0.04927729132711494
rightTorque,0.04737006431515066
rightAvgForce,0.04510024374883608
leftImpulse,0.032554832406166016
rightImpulse,0.0275127180174057
