Feature,Importance
ForceSymmetry,0.3694068609830223
ImpulseSymmetry,0.17445319434585896
rightMaxForce,0.0950923270216885
rightTorque,0.06381818658785765
rightAvgForce,0.06293673837925377
leftTorque,0.06193771406641182
leftMaxForce,0.056753722787422425
leftAvgForce,0.04734656647835173
leftImpulse,0.03612742602724079
rightImpulse,0.03212726332289209
