Feature,Importance
ForceSymmetry,0.30762267418436134
ImpulseSymmetry,0.11187070316041735
rightImpulse,0.10429372289982593
leftAvgForce,0.09329650733599083
leftImpulse,0.0803573513708244
rightMaxForce,0.06878404023474166
rightAvgForce,0.06076202487049484
rightTorque,0.06054630948698771
leftMaxForce,0.05866763137672052
leftTorque,0.05379903507963534
