Feature,Importance
ForceSymmetry,0.4173309803713633
ImpulseSymmetry,0.14228630500434647
leftTorque,0.0737294209519429
leftAvgForce,0.06411750250281803
rightTorque,0.06159362199505602
rightMaxForce,0.05365009180681807
rightAvgForce,0.05006526997212312
leftMaxForce,0.049803234494039436
rightImpulse,0.046521016702819794
leftImpulse,0.04090255619867293
