Feature,Importance
ForceSymmetry,0.4515351952378579
ImpulseSymmetry,0.12262663471007675
leftMaxForce,0.06862237102883448
leftTorque,0.06397897259205713
rightImpulse,0.05543031114674952
leftImpulse,0.052368005020335485
rightMaxForce,0.05144375147911038
rightTorque,0.05042846542282897
leftAvgForce,0.050249081533259514
rightAvgForce,0.033317211828889914
