Model,Accuracy,Precision,Recall,F1,ROC AUC
RF_Any_Symmetry_Worse,0.8741721854304636,0.8108695652173913,0.8515981735159818,0.8307349665924276,0.9388928423174998
RF_Significant_Symmetry_Worse,0.793046357615894,0.33079847908745247,0.5403726708074534,0.41037735849056606,0.8168947658794427
