Feature,Importance
ForceSymmetry,0.44887450401588747
ImpulseSymmetry,0.1294194631815305
leftMaxForce,0.07384174079288047
rightMaxForce,0.06652670091012601
leftTorque,0.0615751258564927
leftAvgForce,0.05762495000935608
rightTorque,0.04956808660293622
rightAvgForce,0.04721908017648838
rightImpulse,0.034421628829848915
leftImpulse,0.030928719624453368
