Feature,Importance
ForceSymmetry,0.2867667285734563
ImpulseSymmetry,0.14972586446725786
rightImpulse,0.09506767412348412
leftImpulse,0.09267786729780544
rightMaxForce,0.08109467699693522
leftAvgForce,0.07764643857251147
rightTorque,0.05884578835429014
leftMaxForce,0.056542340861757766
leftTorque,0.05592971992525347
rightAvgForce,0.04570290082724823
