Feature,Importance
MaxForceSymmetry,0.3779536972478551
TorqueSymmetry,0.29328017915745297
ForceSymmetry,0.20155110993196776
ImpulseSymmetry,0.04638829101660493
leftMaxForce,0.014970876700730797
rightMaxForce,0.012778430188898016
leftTorque,0.011947611812913227
rightAvgForce,0.01021352362131037
leftAvgForce,0.009903596366231499
rightImpulse,0.006769887114112538
rightTorque,0.006359736760735079
days_since_first_test,0.004761826658342574
leftImpulse,0.003121233422845107
