,Feature,Importance,Std
0,ForceSymmetry,0.34786947280136643,0.2542549650234316
1,MaxForceSymmetry,0.34029910102565974,0.2775865099937951
2,TorqueSymmetry,0.3118314261729739,0.26988349842508813
