Feature,Importance
ForceSymmetry,0.5308031288349802
ImpulseSymmetry,0.13036824876948683
leftMaxForce,0.051216218395999887
rightMaxForce,0.05085463108266328
leftAvgForce,0.04412478340722212
leftTorque,0.04348255165325246
rightTorque,0.0431708348016
rightAvgForce,0.0386067839926322
rightImpulse,0.03610237136005707
leftImpulse,0.03127044770210594
