Feature,Importance
ForceSymmetry,0.48421151276825414
ImpulseSymmetry,0.2569620371451321
rightImpulse,0.03915733117729565
rightMaxForce,0.03870605661841182
leftMaxForce,0.03615696175877778
leftAvgForce,0.03080122032066166
leftImpulse,0.03055589228560187
leftTorque,0.029173400216324596
rightTorque,0.02772559086136497
rightAvgForce,0.026549996848175564
