Feature,Importance
ForceSymmetry,0.4664927989730762
ImpulseSymmetry,0.17789606189087337
rightMaxForce,0.05730502525213446
leftAvgForce,0.05107669028217361
rightTorque,0.05080180893805177
leftMaxForce,0.04864500331859739
leftTorque,0.04620373703303075
rightImpulse,0.0363651139284791
leftImpulse,0.032872397717816595
rightAvgForce,0.03234136266576676
