Feature,Importance
ForceSymmetry,0.2769641476615437
rightMaxForce,0.1243236808908548
rightAvgForce,0.08600806045287317
ImpulseSymmetry,0.08596152737395504
rightTorque,0.08559644932438425
leftMaxForce,0.08465897768105385
leftTorque,0.07620253873714843
leftImpulse,0.06549694551234765
leftAvgForce,0.05932953240226852
rightImpulse,0.05545813996357075
